,sample_rate,species_id,waveform
471,48000.0,22.0,"[ 0.00332642 -0.00970459 -0.00524902 ...  0.00616455  0.01553345
  0.01678467]"
472,48000.0,8.0,"[-0.01809692 -0.01620483  0.00180054 ...  0.09326172  0.09075928
  0.10144043]"
473,48000.0,17.0,"[ 0.00689697 -0.00476074 -0.00149536 ... -0.003479   -0.00271606
 -0.00592041]"
474,48000.0,23.0,"[ 0.32815552  0.20199585  0.04031372 ... -0.17626953 -0.12503052
 -0.04656982]"
475,48000.0,9.0,"[-0.13931274 -0.10864258 -0.03204346 ...  0.08410645  0.06518555
  0.01248169]"
476,48000.0,9.0,"[-0.06680298 -0.09002686 -0.08987427 ...  0.056427   -0.03140259
 -0.11886597]"
477,48000.0,23.0,"[-0.00180054 -0.02496338 -0.05044556 ... -0.1605835  -0.14108276
 -0.09671021]"
478,48000.0,0.0,"[-0.01678467 -0.01104736 -0.00735474 ... -0.00683594 -0.00512695
  0.0085144 ]"
479,48000.0,1.0,"[ 0.01156616  0.01889038  0.01394653 ... -0.0128479  -0.00976562
 -0.00238037]"
480,48000.0,15.0,"[-0.01245117 -0.00357056  0.00048828 ... -0.03747559 -0.03933716
 -0.0411377 ]"
481,48000.0,23.0,"[-0.02182007 -0.01077271 -0.00057983 ... -0.03387451 -0.0345459
 -0.02502441]"
482,48000.0,5.0,"[ 0.00085449 -0.00112915 -0.00024414 ...  0.00683594  0.01043701
 -0.00506592]"
483,48000.0,15.0,"[ 0.06503296  0.07305908  0.09100342 ... -0.02526855 -0.02816772
 -0.02545166]"
484,48000.0,6.0,"[-0.00335693  0.00375366 -0.00384521 ... -0.00497437 -0.00143433
 -0.00253296]"
485,48000.0,21.0,"[-0.00912476 -0.00259399 -0.00131226 ...  0.17086792  0.15835571
  0.12057495]"
486,48000.0,8.0,"[ 0.04052734  0.04248047  0.04046631 ... -0.28250122 -0.30105591
 -0.296875  ]"
487,48000.0,3.0,"[-0.00283813 -0.01065063 -0.01196289 ...  0.01663208  0.01721191
  0.01965332]"
488,48000.0,10.0,"[-0.0005188   0.00036621  0.00250244 ... -0.0112915  -0.00512695
  0.00994873]"
489,48000.0,12.0,"[-0.00616455 -0.01171875 -0.01135254 ... -0.0111084  -0.00595093
 -0.00802612]"
490,48000.0,15.0,"[-0.00106812 -0.00463867  0.00436401 ... -0.00427246  0.00454712
 -0.00341797]"
491,48000.0,23.0,"[-4.51660156e-03 -3.05175781e-05  3.60107422e-03 ... -4.11987305e-03
 -3.41796875e-03 -3.35693359e-04]"
492,48000.0,0.0,[0.04794312 0.0524292  0.04998779 ... 0.0032959  0.01260376 0.01654053]
493,48000.0,3.0,"[-0.00958252  0.00976562 -0.00161743 ...  0.01141357 -0.00875854
  0.00918579]"
494,48000.0,3.0,"[-0.00772095 -0.00054932 -0.00234985 ... -0.00180054 -0.00274658
 -0.00189209]"
495,48000.0,12.0,"[ 0.00369263  0.00335693  0.00765991 ... -0.00183105  0.00048828
 -0.0017395 ]"
496,48000.0,17.0,[0.00292969 0.01126099 0.00967407 ... 0.00216675 0.00054932 0.00082397]
497,48000.0,11.0,"[-1.83105469e-04  6.10351562e-05 -3.20434570e-03 ... -1.32141113e-02
  3.14331055e-03 -4.45556641e-03]"
498,48000.0,18.0,"[-0.0241394  -0.0218811  -0.02981567 ...  0.02810669  0.02746582
  0.02542114]"
499,48000.0,3.0,"[-3.35693359e-04 -2.41088867e-03  7.01904297e-04 ...  5.49316406e-04
 -3.05175781e-05 -4.79125977e-03]"
500,48000.0,6.0,"[ 0.00054932 -0.00018311  0.003479   ... -0.00054932 -0.00408936
  0.00436401]"
501,48000.0,1.0,"[ 0.00094604  0.00027466 -0.00189209 ... -0.00143433  0.00558472
  0.00494385]"
502,48000.0,13.0,"[-0.28060913 -0.39938354 -0.43893433 ...  0.04507446  0.04238892
  0.01287842]"
503,48000.0,18.0,"[-0.00689697 -0.00942993 -0.00717163 ... -0.01748657 -0.00628662
 -0.00622559]"
504,48000.0,14.0,"[-0.00537109 -0.0017395  -0.00402832 ... -0.00134277 -0.00338745
 -0.00671387]"
505,48000.0,23.0,"[ 0.00408936 -0.00442505  0.00189209 ... -0.00256348 -0.00018311
  0.00222778]"
506,48000.0,17.0,"[ 0.00039673 -0.00488281 -0.00476074 ...  0.00796509  0.00253296
  0.00164795]"
507,48000.0,16.0,"[ 0.01104736  0.01101685  0.00976562 ... -0.00112915  0.0012207
 -0.00094604]"
508,48000.0,4.0,"[ 0.00158691 -0.00598145 -0.00506592 ... -0.00485229 -0.00402832
  0.0005188 ]"
509,48000.0,20.0,"[ 0.00714111  0.00036621  0.00302124 ... -0.00765991 -0.02133179
 -0.00650024]"
510,48000.0,18.0,"[-0.02249146 -0.01266479 -0.00292969 ...  0.02496338  0.01309204
 -0.01934814]"
511,48000.0,13.0,"[ 0.01361084  0.00726318  0.00674438 ... -0.00558472 -0.00653076
  0.00131226]"
512,48000.0,10.0,"[-0.00216675  0.00292969  0.00314331 ...  0.009552    0.02529907
  0.02978516]"
513,48000.0,3.0,"[ 0.00485229  0.00231934  0.00759888 ... -0.00692749  0.0206604
 -0.00814819]"
514,48000.0,13.0,"[ 0.0149231   0.0213623  -0.00265503 ...  0.00863647  0.01651001
  0.01821899]"
515,48000.0,21.0,"[-0.05352783 -0.04696655 -0.03469849 ... -0.03491211 -0.01535034
  0.00942993]"
516,48000.0,22.0,"[ 0.01855469  0.03137207  0.02175903 ... -0.01312256 -0.01409912
 -0.00790405]"
517,48000.0,6.0,"[-2.65502930e-03 -1.77001953e-03 -9.15527344e-05 ... -6.86645508e-03
  4.05883789e-03  1.70898438e-03]"
518,48000.0,22.0,"[ 6.10351562e-05  6.40869141e-04 -3.35693359e-03 ... -1.67846680e-03
 -6.71386719e-04 -3.72314453e-03]"
519,48000.0,8.0,"[ 0.00039673 -0.00268555 -0.01379395 ... -0.03186035 -0.04174805
 -0.04272461]"
520,48000.0,20.0,"[-0.00708008 -0.00286865 -0.00393677 ...  0.00790405  0.01681519
  0.01385498]"
521,48000.0,20.0,"[-0.00991821 -0.01266479 -0.00811768 ... -0.00997925  0.00405884
 -0.01080322]"
522,48000.0,4.0,"[ 0.01159668 -0.00390625 -0.01364136 ...  0.01977539  0.01464844
  0.00842285]"
523,48000.0,19.0,"[-0.00274658 -0.00759888 -0.00268555 ... -0.00216675  0.00274658
 -0.0007019 ]"
524,48000.0,23.0,"[-2.27966309e-02 -2.76489258e-02 -2.77709961e-02 ...  2.07519531e-03
 -2.96020508e-03 -9.15527344e-05]"
525,48000.0,4.0,[0.09020996 0.09985352 0.10147095 ... 0.00610352 0.00595093 0.0071106 ]
526,48000.0,2.0,"[ 0.01019287 -0.01959229  0.00039673 ...  0.00128174 -0.00268555
 -0.00039673]"
527,48000.0,0.0,"[-0.02737427 -0.03045654 -0.03518677 ...  0.01196289  0.00076294
 -0.00564575]"
528,48000.0,13.0,"[ 0.00268555  0.00592041  0.0050354  ... -0.00280762 -0.00357056
 -0.00427246]"
529,48000.0,7.0,"[-0.00109863 -0.00021362  0.00915527 ...  0.00881958  0.00100708
  0.00036621]"
530,48000.0,21.0,"[-0.0546875  -0.06060791 -0.0743103  ...  0.00952148  0.01565552
  0.00552368]"
531,48000.0,20.0,"[-0.00326538 -0.00430298  0.00250244 ... -0.00405884  0.0039978
  0.00418091]"
532,48000.0,20.0,"[-0.00024414 -0.00106812 -0.00546265 ... -0.00283813 -0.0032959
  0.00424194]"
533,48000.0,23.0,"[-0.0201416  -0.01589966 -0.02389526 ...  0.01296997  0.00686646
  0.01690674]"
534,48000.0,19.0,"[-0.00518799 -0.0010376  -0.00775146 ...  0.00698853  0.00585938
  0.00280762]"
535,48000.0,3.0,"[ 0.03363037  0.03094482  0.01879883 ... -0.03259277 -0.05847168
 -0.0836792 ]"
536,48000.0,7.0,"[-0.00024414  0.00216675 -0.00045776 ...  0.00289917  0.00308228
  0.00354004]"
537,48000.0,19.0,"[-0.00283813 -0.00793457 -0.00598145 ...  0.0022583  -0.00350952
  0.00653076]"
538,48000.0,19.0,"[ 0.00350952 -0.00045776 -0.00427246 ...  0.0166626   0.00961304
  0.00976562]"
539,48000.0,22.0,"[-0.00305176 -0.00363159  0.00231934 ... -0.0005188   0.00305176
 -0.00100708]"
540,48000.0,3.0,"[-0.00369263 -0.00216675 -0.00271606 ...  0.00039673 -0.00335693
  0.00143433]"
541,48000.0,17.0,"[-0.00195312 -0.00082397 -0.00094604 ...  0.00549316  0.00897217
  0.00924683]"
542,48000.0,10.0,[0.00445557 0.0020752  0.00201416 ... 0.00537109 0.00286865 0.00326538]
543,48000.0,7.0,[0.00149536 0.00183105 0.00189209 ... 0.00564575 0.00506592 0.00512695]
544,48000.0,17.0,"[-0.01266479 -0.01309204 -0.00564575 ... -0.00326538 -0.00231934
 -0.00576782]"
545,48000.0,12.0,[0.02560425 0.02316284 0.01535034 ... 0.09927368 0.10635376 0.10681152]
546,48000.0,23.0,"[-0.00650024 -0.01034546 -0.0085144  ... -0.00302124 -0.00506592
  0.00064087]"
547,48000.0,20.0,"[ 0.0050354  -0.00036621 -0.00027466 ... -0.00350952 -0.00402832
 -0.00741577]"
548,48000.0,15.0,"[ 0.10327148  0.12295532  0.10198975 ... -0.00949097  0.00057983
 -0.00256348]"
549,48000.0,16.0,"[ 0.04812622  0.04455566  0.09292603 ...  0.00637817  0.00689697
 -0.00280762]"
550,48000.0,18.0,"[ 0.01116943  0.03460693  0.04504395 ... -0.00204468  0.00109863
  0.00265503]"
551,48000.0,6.0,"[-0.0071106   0.00192261 -0.00152588 ... -0.00418091 -0.00390625
 -0.00558472]"
552,48000.0,8.0,"[-0.00946045 -0.01055908 -0.00238037 ... -0.00820923 -0.0085144
  0.00268555]"
553,48000.0,19.0,"[-0.00463867 -0.00088501 -0.00018311 ...  0.00543213  0.00241089
  0.00842285]"
554,48000.0,15.0,"[ 4.63867188e-03  2.10571289e-03  6.10351562e-05 ... -3.38745117e-03
 -6.22558594e-03 -5.24902344e-03]"
555,48000.0,23.0,[0.01055908 0.01416016 0.0116272  ... 0.05386353 0.05432129 0.05612183]
556,48000.0,1.0,"[-0.05462646 -0.07015991 -0.05923462 ...  0.05181885  0.05252075
  0.02102661]"
557,48000.0,7.0,"[-0.01257324 -0.040802   -0.01922607 ...  0.01290894  0.03686523
  0.03952026]"
558,48000.0,8.0,"[-0.03274536 -0.03359985 -0.04092407 ... -0.03149414  0.09716797
  0.17977905]"
559,48000.0,17.0,"[-0.0027771  -0.00262451  0.00094604 ...  0.00289917  0.00128174
 -0.00015259]"
560,48000.0,10.0,"[ 0.00314331  0.02224731  0.01608276 ...  0.00158691 -0.00375366
 -0.01373291]"
561,48000.0,10.0,"[ 0.01998901  0.03134155  0.02713013 ... -0.00299072 -0.02215576
 -0.0227356 ]"
562,48000.0,1.0,[0.08618164 0.09500122 0.05935669 ... 0.1114502  0.07284546 0.03335571]
563,48000.0,16.0,"[-0.00967407 -0.00787354 -0.00311279 ... -0.0027771   0.00424194
 -0.00827026]"
564,48000.0,20.0,"[ 0.00796509  0.00228882  0.00274658 ... -0.00512695 -0.00985718
 -0.00314331]"
565,48000.0,17.0,"[ 0.01074219 -0.04730225 -0.05822754 ...  0.00933838  0.00384521
  0.00631714]"
566,48000.0,23.0,"[-0.00476074  0.00054932 -0.00280762 ...  0.00036621  0.00509644
  0.00094604]"
567,48000.0,9.0,"[-0.00271606  0.00991821  0.00463867 ...  0.00192261  0.00045776
  0.00546265]"
568,48000.0,17.0,"[ 0.00088501  0.00079346  0.00137329 ...  0.00186157 -0.00280762
 -0.00216675]"
569,48000.0,3.0,"[ 0.00109863  0.00048828  0.00640869 ... -0.00164795 -0.00592041
 -0.00997925]"
570,48000.0,4.0,[0.03866577 0.02655029 0.0352478  ... 0.02597046 0.01467896 0.01208496]
571,48000.0,1.0,"[ 0.01397705  0.0173645   0.02990723 ... -0.08926392 -0.12426758
 -0.14169312]"
572,48000.0,6.0,"[ 0.00653076  0.00448608  0.00656128 ... -0.00445557 -0.00366211
 -0.00253296]"
573,48000.0,16.0,"[-8.42285156e-03  6.13403320e-03 -6.10351562e-05 ... -2.68554688e-03
 -1.61437988e-02  2.14843750e-02]"
574,48000.0,18.0,"[ 0.0005188   0.03292847  0.00656128 ... -0.00823975 -0.0144043
 -0.01602173]"
575,48000.0,20.0,"[ 0.00134277 -0.00054932 -0.00167847 ... -0.0027771   0.00112915
  0.00366211]"
576,48000.0,14.0,"[-0.00747681 -0.0093689  -0.01705933 ...  0.00170898  0.00515747
 -0.00610352]"
577,48000.0,18.0,"[ 0.03839111  0.02438354  0.0218811  ... -0.01242065 -0.02111816
 -0.0350647 ]"
578,48000.0,4.0,"[-0.37954712 -0.30499268 -0.1987915  ...  0.02554321  0.04229736
  0.05899048]"
579,48000.0,17.0,"[ 0.00296021  0.00445557 -0.00247192 ... -0.00476074 -0.00531006
 -0.00335693]"
580,48000.0,17.0,"[-0.0083313  -0.0088501  -0.00424194 ... -0.04556274 -0.03948975
 -0.03952026]"
581,48000.0,14.0,"[-0.01452637 -0.0007019   0.02124023 ... -0.00976562 -0.0022583
 -0.00393677]"
582,48000.0,9.0,"[-0.00189209  0.00082397 -0.00088501 ... -0.00085449 -0.00216675
 -0.00317383]"
583,48000.0,21.0,"[-0.00738525  0.00292969  0.0065918  ... -0.0289917  -0.06176758
 -0.09408569]"
584,48000.0,8.0,"[ 0.01116943 -0.00054932  0.00793457 ... -0.02038574 -0.0350647
 -0.03503418]"
585,48000.0,21.0,[0.03100586 0.0369873  0.02642822 ... 0.03027344 0.01889038 0.01809692]
586,48000.0,13.0,"[ 0.01522827  0.00463867  0.00128174 ... -0.02493286 -0.04769897
 -0.06411743]"
587,48000.0,23.0,"[ 0.01327515  0.00665283  0.01153564 ... -0.00039673 -0.00082397
 -0.0017395 ]"
588,48000.0,23.0,"[-0.00106812  0.00253296  0.00299072 ... -0.00564575 -0.01086426
 -0.00836182]"
589,48000.0,9.0,"[ 2.04467773e-03 -2.62451172e-03  3.35693359e-04 ...  1.95312500e-03
  3.96728516e-04 -6.10351562e-05]"
590,48000.0,10.0,"[-0.06658936 -0.07095337 -0.06277466 ...  0.02243042  0.0241394
  0.02548218]"
591,48000.0,13.0,"[-0.04519653 -0.0140686   0.01104736 ... -0.01568604 -0.027771
 -0.03375244]"
592,48000.0,1.0,"[-0.07681274 -0.02618408  0.01940918 ... -0.01086426 -0.02236938
 -0.02471924]"
593,48000.0,21.0,"[-0.01443481 -0.01031494  0.00283813 ...  0.02624512  0.01602173
  0.00234985]"
594,48000.0,10.0,"[-0.01199341  0.01339722  0.01843262 ... -0.03857422 -0.03482056
 -0.03274536]"
595,48000.0,21.0,"[ 0.01602173  0.0218811   0.04595947 ... -0.02172852 -0.02984619
 -0.05187988]"
596,48000.0,7.0,[0.02786255 0.01608276 0.01333618 ... 0.00994873 0.00793457 0.01159668]
597,48000.0,6.0,"[-0.00415039  0.00015259 -0.00427246 ... -0.00402832 -0.00125122
  0.00286865]"
598,48000.0,21.0,"[-1.01928711e-02  4.51660156e-03  3.17382812e-03 ... -4.97436523e-03
  3.05175781e-05  1.05285645e-02]"
599,48000.0,23.0,"[ 0.00622559 -0.00091553  0.00692749 ... -0.0010376   0.0007019
 -0.00238037]"
600,48000.0,17.0,"[ 0.00430298  0.00201416 -0.00698853 ...  0.03265381  0.03173828
 -0.00579834]"
601,48000.0,4.0,"[ 0.0350647   0.02618408  0.02026367 ... -0.00045776 -0.01800537
 -0.0324707 ]"
602,48000.0,0.0,"[-0.02371216 -0.02816772 -0.02020264 ... -0.01220703  0.01452637
  0.04611206]"
603,48000.0,17.0,"[ 0.02374268 -0.00408936 -0.01672363 ...  0.02853394 -0.01617432
  0.01394653]"
604,48000.0,7.0,"[ 0.00012207 -0.00247192 -0.00247192 ...  0.00048828  0.00296021
  0.00418091]"
605,48000.0,4.0,"[-0.00039673 -0.00332642 -0.01062012 ...  0.00537109  0.01348877
  0.00643921]"
606,48000.0,15.0,"[ 0.00231934  0.00692749  0.00366211 ... -0.00341797 -0.00079346
 -0.00027466]"
607,48000.0,4.0,"[ 0.04776001  0.05206299  0.05426025 ... -0.00946045 -0.00427246
 -0.00335693]"
608,48000.0,23.0,"[ 1.15966797e-03 -2.53295898e-03 -1.67846680e-03 ...  9.15527344e-05
 -3.81469727e-03 -1.43432617e-03]"
609,48000.0,15.0,"[ 0.00436401  0.00393677 -0.00418091 ...  0.006073    0.00146484
  0.0005188 ]"
610,48000.0,21.0,[0.07156372 0.06994629 0.07223511 ... 0.03671265 0.03378296 0.0390625 ]
611,48000.0,12.0,[0.0022583  0.0071106  0.00296021 ... 0.00732422 0.00219727 0.00119019]
612,48000.0,5.0,[0.00299072 0.00360107 0.00219727 ... 0.00527954 0.00244141 0.00323486]
613,48000.0,22.0,"[ 0.00201416 -0.00469971  0.00100708 ...  0.00189209  0.01132202
  0.0112915 ]"
614,48000.0,5.0,[0.00543213 0.00311279 0.0012207  ... 0.0015564  0.00289917 0.01351929]
615,48000.0,10.0,"[-0.00540161 -0.00552368  0.0005188  ... -0.00247192 -0.00283813
 -0.00714111]"
616,48000.0,19.0,"[ 0.00137329  0.00201416 -0.00054932 ...  0.00299072  0.01864624
  0.02294922]"
617,48000.0,3.0,"[-0.00393677 -0.00048828 -0.00088501 ... -0.0090332  -0.00836182
 -0.00723267]"
618,48000.0,20.0,"[-0.00405884 -0.00762939 -0.00512695 ...  0.00308228  0.00375366
  0.00064087]"
619,48000.0,1.0,"[ 0.02426147  0.01940918  0.01702881 ... -0.00762939 -0.00930786
 -0.01296997]"
620,48000.0,5.0,"[ 0.00088501  0.00039673 -0.00140381 ...  0.01934814  0.01498413
  0.01690674]"
621,48000.0,20.0,"[-0.00619507 -0.00149536  0.00311279 ...  0.0118103   0.00863647
  0.00778198]"
622,48000.0,17.0,"[-0.00271606  0.00808716 -0.00891113 ...  0.00494385  0.00152588
  0.00094604]"
623,48000.0,19.0,"[ 0.00427246 -0.00415039  0.00189209 ... -0.0022583  -0.00357056
 -0.00228882]"
624,48000.0,20.0,"[ 0.00894165  0.01629639  0.0100708  ...  0.00479126 -0.0022583
 -0.00234985]"
625,48000.0,10.0,"[ 0.00250244 -0.00265503 -0.00439453 ...  0.00100708 -0.00238037
  0.00027466]"
626,48000.0,10.0,"[-0.00158691 -0.00338745 -0.00717163 ... -0.00653076  0.00195312
  0.00390625]"
627,48000.0,14.0,"[ 0.00234985 -0.00115967  0.00308228 ...  0.00177002  0.00424194
  0.00164795]"
628,48000.0,14.0,"[ 0.02697754  0.03796387  0.03778076 ... -0.02362061 -0.0229187
 -0.0071106 ]"
629,48000.0,23.0,[0.00262451 0.0017395  0.00192261 ... 0.0015564  0.00045776 0.00149536]
630,48000.0,8.0,"[ 0.30755615  0.29656982  0.16696167 ... -0.00302124 -0.01583862
 -0.02319336]"
631,48000.0,6.0,"[-0.00619507 -0.00836182 -0.00320435 ...  0.00280762  0.0032959
  0.00201416]"
632,48000.0,4.0,"[ 0.01937866  0.01251221 -0.00152588 ...  0.00158691 -0.00439453
  0.00201416]"
633,48000.0,13.0,"[ 0.00152588 -0.00204468 -0.00100708 ...  0.00994873  0.00387573
 -0.00170898]"
634,48000.0,4.0,[0.105896   0.12451172 0.13046265 ... 0.00979614 0.00326538 0.00238037]
635,48000.0,4.0,"[-0.10916138 -0.06027222 -0.02078247 ... -0.02206421 -0.01638794
 -0.01235962]"
636,48000.0,1.0,"[ 0.03262329 -0.02822876 -0.06640625 ... -0.00515747 -0.02362061
 -0.04187012]"
637,48000.0,23.0,"[-5.76782227e-03  6.10351562e-05  3.66210938e-04 ... -8.05664062e-03
  6.80541992e-03 -9.15527344e-04]"
638,48000.0,15.0,"[ 0.00708008  0.00372314 -0.00143433 ...  0.01101685  0.00180054
  0.0088501 ]"
639,48000.0,21.0,"[-0.02832031 -0.04040527 -0.05209351 ... -0.02175903 -0.0223999
 -0.01980591]"
640,48000.0,3.0,"[-0.01376343 -0.00109863 -0.02432251 ...  0.07449341 -0.00805664
 -0.00970459]"
641,48000.0,13.0,"[-0.05484009 -0.06182861 -0.05996704 ... -0.10479736 -0.09512329
 -0.0791626 ]"
642,48000.0,8.0,"[-0.00732422 -0.02325439 -0.02841187 ...  0.01309204 -0.00439453
 -0.01025391]"
643,48000.0,21.0,"[-0.00787354 -0.01516724 -0.01293945 ... -0.01947021  0.00476074
  0.00024414]"
644,48000.0,4.0,"[ 0.0703125   0.04370117  0.0335083  ... -0.03216553 -0.03186035
 -0.02386475]"
645,48000.0,4.0,"[ 0.0007019   0.00241089  0.00024414 ... -0.00683594 -0.0017395
  0.00024414]"
646,48000.0,20.0,"[-0.00665283 -0.01092529 -0.00628662 ... -0.003479   -0.00579834
 -0.00344849]"
647,48000.0,11.0,"[-0.01156616 -0.01705933 -0.01599121 ... -0.00790405 -0.01199341
 -0.01315308]"
648,48000.0,21.0,"[-0.02145386 -0.03384399 -0.04678345 ... -0.00146484  0.00576782
  0.0135498 ]"
649,48000.0,22.0,[0.00512695 0.00408936 0.00527954 ... 0.00491333 0.00592041 0.00149536]
650,48000.0,23.0,"[ 5.49316406e-04 -9.15527344e-05 -1.77001953e-03 ... -1.59606934e-02
  8.54492188e-03 -1.42822266e-02]"
651,48000.0,11.0,"[-7.93457031e-04  2.71606445e-03  7.01904297e-04 ... -1.22070312e-04
  9.15527344e-05  9.73510742e-03]"
652,48000.0,7.0,"[-0.00186157 -0.00268555 -0.00564575 ... -0.0055542  -0.00546265
 -0.00720215]"
653,48000.0,6.0,"[ 0.00970459  0.00546265  0.00106812 ... -0.00195312  0.00415039
  0.00268555]"
654,48000.0,9.0,[0.01101685 0.00732422 0.00247192 ... 0.00546265 0.01696777 0.01513672]
655,48000.0,12.0,[0.22555542 0.22579956 0.21542358 ... 0.02175903 0.01919556 0.02059937]
656,48000.0,18.0,"[-0.00482178 -0.00561523 -0.01187134 ... -0.01095581  0.00283813
  0.00354004]"
657,48000.0,7.0,"[ 6.10351562e-05 -1.15966797e-03  2.74658203e-04 ... -2.34985352e-03
  9.15527344e-04  1.58691406e-03]"
658,48000.0,14.0,"[ 0.02526855 -0.00674438 -0.01657104 ... -0.01141357 -0.03863525
 -0.04275513]"
659,48000.0,14.0,"[ 0.00848389 -0.02667236 -0.00027466 ... -0.00042725 -0.02285767
 -0.01516724]"
660,48000.0,7.0,"[ 0.01220703 -0.00119019 -0.00210571 ... -0.00942993 -0.00900269
 -0.00048828]"
661,48000.0,12.0,"[-0.0045166   0.00881958  0.00354004 ...  0.0123291   0.00137329
 -0.00375366]"
662,48000.0,23.0,"[ 0.00323486  0.0071106   0.00430298 ... -0.00296021  0.006073
  0.00280762]"
663,48000.0,0.0,"[-0.00643921 -0.00759888 -0.00753784 ... -0.01626587 -0.02377319
 -0.02685547]"
664,48000.0,5.0,[0.00848389 0.00723267 0.00680542 ... 0.00650024 0.00570679 0.00247192]
665,48000.0,18.0,"[-8.68225098e-02 -7.52258301e-02 -4.95300293e-02 ... -2.38037109e-02
 -6.10351562e-05  2.59094238e-02]"
666,48000.0,19.0,"[ 0.00360107  0.00289917  0.00067139 ... -0.00253296  0.00494385
  0.00234985]"
667,48000.0,19.0,"[-0.02349854 -0.01638794 -0.02264404 ...  0.0010376   0.00372314
  0.0020752 ]"
668,48000.0,10.0,"[-0.00112915  0.00704956  0.00509644 ...  0.00231934  0.00311279
  0.00091553]"
669,48000.0,7.0,[0.00592041 0.00909424 0.00933838 ... 0.00772095 0.01605225 0.02133179]
670,48000.0,23.0,"[-0.04391479 -0.04873657 -0.07064819 ... -0.00674438  0.03158569
  0.07382202]"
671,48000.0,14.0,"[-0.01748657 -0.01086426 -0.01464844 ... -0.00531006  0.00326538
  0.00170898]"
672,48000.0,5.0,"[-0.00549316 -0.00045776 -0.00094604 ...  0.0020752   0.00408936
  0.00543213]"
673,48000.0,6.0,"[-9.15527344e-04  2.53295898e-03 -5.37109375e-03 ...  3.05175781e-05
 -1.77001953e-03 -5.27954102e-03]"
674,48000.0,23.0,"[-0.00402832 -0.01065063 -0.00927734 ... -0.00765991 -0.00839233
 -0.00817871]"
675,48000.0,9.0,"[-3.26538086e-03  6.10351562e-05 -7.32421875e-04 ...  6.43920898e-03
  3.05175781e-03 -6.40869141e-04]"
676,48000.0,12.0,"[-0.11813354 -0.10174561 -0.08578491 ... -0.02304077 -0.02420044
 -0.0289917 ]"
677,48000.0,8.0,"[-0.00204468 -0.00460815  0.00067139 ... -0.0065918  -0.00924683
 -0.0116272 ]"
678,48000.0,22.0,"[ 0.00195312 -0.00210571 -0.00192261 ...  0.00756836  0.00866699
  0.00134277]"
679,48000.0,8.0,[0.03097534 0.02618408 0.01077271 ... 0.02478027 0.01229858 0.01037598]
680,48000.0,5.0,"[-0.00201416  0.00186157  0.0022583  ... -0.00363159 -0.00793457
 -0.00704956]"
681,48000.0,4.0,"[ 0.07565308  0.06637573  0.04086304 ... -0.00616455  0.04034424
  0.07443237]"
682,48000.0,3.0,"[ 0.0020752  -0.00820923 -0.0015564  ...  0.00125122 -0.01229858
 -0.00473022]"
683,48000.0,13.0,"[-0.02139282 -0.00387573 -0.00067139 ...  0.00106812  0.0020752
  0.01504517]"
684,48000.0,3.0,"[ 0.02087402  0.00708008 -0.01712036 ... -0.00894165 -0.00387573
 -0.01080322]"
685,48000.0,18.0,"[-0.02236938 -0.02175903 -0.02120972 ... -0.17977905 -0.1857605
 -0.19024658]"
686,48000.0,13.0,"[ 0.05743408  0.05859375  0.06439209 ... -0.17453003 -0.15631104
 -0.14312744]"
687,48000.0,15.0,"[ 0.00268555  0.00106812 -0.00646973 ...  0.00018311  0.00393677
  0.00091553]"
688,48000.0,10.0,"[ 0.00820923  0.00958252  0.00894165 ... -0.01190186 -0.01083374
 -0.00515747]"
689,48000.0,14.0,"[-0.01409912 -0.02249146 -0.01657104 ... -0.046875   -0.04223633
 -0.02682495]"
690,48000.0,4.0,[0.01818848 0.01760864 0.01971436 ... 0.00601196 0.0090332  0.01635742]
691,48000.0,2.0,"[-0.00012207  0.00170898  0.00650024 ... -0.00802612 -0.01278687
 -0.01055908]"
692,48000.0,16.0,"[ 0.00518799 -0.00741577 -0.00820923 ...  0.00509644  0.00549316
  0.0055542 ]"
693,48000.0,10.0,[0.00299072 0.00262451 0.00448608 ... 0.00488281 0.00256348 0.0065918 ]
694,48000.0,11.0,"[-0.00466919 -0.00292969  0.00387573 ...  0.00299072  0.00039673
  0.00036621]"
695,48000.0,6.0,"[-0.0050354   0.00476074 -0.00018311 ... -0.00027466  0.00408936
 -0.00149536]"
696,48000.0,15.0,"[-0.01898193 -0.02261353 -0.02191162 ... -0.00512695  0.00024414
  0.00314331]"
697,48000.0,21.0,"[ 0.00042725  0.01681519  0.02996826 ... -0.00723267 -0.00378418
  0.00015259]"
698,48000.0,17.0,"[-0.00473022 -0.00473022  0.00088501 ...  0.00152588 -0.00616455
 -0.00616455]"
699,48000.0,13.0,[0.00521851 0.00613403 0.00543213 ... 0.00460815 0.00637817 0.01101685]
700,48000.0,22.0,"[ 0.00100708 -0.00247192 -0.00708008 ...  0.00866699  0.0050354
  0.00192261]"
701,48000.0,6.0,"[-0.00717163 -0.00335693 -0.00534058 ...  0.00042725 -0.00378418
  0.00326538]"
702,48000.0,9.0,"[-0.00210571 -0.01184082  0.00036621 ...  0.00271606  0.00213623
 -0.00186157]"
703,48000.0,8.0,"[ 0.01028442 -0.02267456 -0.05776978 ...  0.03289795  0.02236938
  0.01092529]"
704,48000.0,21.0,"[ 0.02703857  0.01321411 -0.01858521 ...  0.01342773  0.01763916
  0.00332642]"
705,48000.0,21.0,"[-0.06893921 -0.04821777 -0.02963257 ... -0.05062866 -0.02560425
 -0.00927734]"
