,recording_id,waveform
989,7c424b3c9,"[-2.59399414e-03 -6.92749023e-03 -1.78833008e-02 ... -3.05175781e-05
 -1.18103027e-02 -5.27954102e-03]"
990,7c712b45f,"[ 0.0083313  -0.00021362 -0.00653076 ... -0.00363159 -0.02758789
 -0.03286743]"
991,7cfaed5a0,"[-0.01315308 -0.01965332 -0.01480103 ... -0.00527954 -0.00982666
 -0.01654053]"
992,7d064b789,"[ 0.01028442  0.01513672  0.02200317 ... -0.00570679 -0.01348877
 -0.01171875]"
993,7d188d367,"[-0.00106812 -0.00244141  0.00634766 ...  0.01174927  0.00939941
  0.00585938]"
994,7d4c75228,[0.00906372 0.02441406 0.03024292 ... 0.11026001 0.1194458  0.10562134]
995,7dafb75e0,"[ 0.0083313   0.01306152  0.01553345 ...  0.00839233  0.00674438
 -0.00299072]"
996,7df2eb324,[0.00717163 0.00518799 0.00717163 ... 0.00897217 0.01016235 0.01153564]
997,7e025e0bf,"[-0.00457764 -0.00323486  0.00378418 ... -0.01147461 -0.01016235
 -0.00296021]"
998,7e0cfe1ff,[0.01605225 0.00241089 0.00363159 ... 0.03973389 0.04449463 0.04483032]
999,7e14bfa8e,"[ 0.00308228  0.00292969  0.00717163 ...  0.0065918   0.00061035
 -0.00466919]"
1000,7e44c0517,"[ 0.03140259  0.0151062  -0.0133667  ...  0.01379395  0.0163269
  0.01068115]"
1001,7e4cddea9,"[-0.00271606  0.00402832  0.00735474 ... -0.0078125  -0.0043335
  0.00552368]"
1002,7e71fb999,"[-0.02926636 -0.02474976 -0.01037598 ...  0.12442017  0.09283447
  0.05154419]"
1003,7e9996cde,"[ 0.00735474  0.0055542   0.01089478 ... -0.02264404 -0.02490234
 -0.01531982]"
1004,7eabc039d,"[ 0.00326538 -0.00027466  0.00067139 ... -0.00247192  0.00027466
 -0.00244141]"
1005,7eeb43895,"[-0.00119019  0.00030518  0.00024414 ... -0.00283813 -0.0057373
 -0.00738525]"
1006,7f062e3ed,"[ 0.00445557  0.00189209 -0.00204468 ... -0.00167847 -0.00289917
  0.00039673]"
1007,7f5a74a8b,"[ 0.00500488  0.00585938  0.00732422 ...  0.00134277 -0.00201416
 -0.00622559]"
1008,7f6e5e0c0,"[-0.02514648 -0.01348877  0.00180054 ... -0.00619507  0.00402832
  0.00042725]"
1009,7f8da4ec2,"[-0.00704956 -0.00158691 -0.00146484 ... -0.00338745  0.00186157
 -0.00149536]"
1010,7f9fdae3f,"[-0.00643921 -0.00082397 -0.00588989 ... -0.00054932 -0.00064087
 -0.00128174]"
1011,7fb4d1a5b,"[ 0.00250244  0.00973511  0.01663208 ...  0.00415039 -0.00476074
  0.00149536]"
1012,7fc6be4e4,"[ 0.00653076  0.00894165  0.00436401 ... -0.00402832 -0.00045776
 -0.0020752 ]"
1013,7fdb5e049,"[-0.00482178 -0.0093689   0.006073   ...  0.0057373   0.00369263
  0.01019287]"
1014,8007833af,"[-0.02304077  0.01657104  0.00335693 ... -0.01223755  0.01461792
  0.00393677]"
1015,803e8ff4c,[0.00314331 0.00897217 0.01287842 ... 0.00653076 0.00158691 0.01480103]
1016,8069f20d9,[0.01171875 0.00231934 0.02047729 ... 0.00393677 0.00268555 0.00424194]
1017,808b6ea46,"[ 0.00643921 -0.00085449 -0.00753784 ... -0.00201416 -0.00378418
 -0.00234985]"
1018,80bbaff26,"[-0.05172729 -0.0355835  -0.04205322 ...  0.05606079  0.0007019
  0.03863525]"
1019,80bc56061,"[-0.03485107 -0.03775024 -0.03775024 ... -0.00738525 -0.00085449
 -0.00299072]"
1020,80d10d363,"[ 0.00350952  0.00500488  0.00131226 ...  0.00128174 -0.00064087
 -0.00372314]"
1021,80d53acbc,"[ 0.00720215  0.00445557  0.00585938 ... -0.00497437 -0.00445557
 -0.00985718]"
1022,8108e9e2a,"[ 0.00073242  0.00534058 -0.00476074 ... -0.00369263 -0.00106812
  0.00393677]"
1023,813af36d3,"[-0.01809692 -0.00796509  0.00457764 ... -0.01434326 -0.01971436
 -0.01391602]"
1024,815d4a15d,"[ 0.04824829  0.0461731   0.03848267 ...  0.00997925  0.00125122
 -0.00164795]"
1025,81677b2c6,"[-0.00308228 -0.00012207  0.00283813 ... -0.00466919 -0.00860596
 -0.00189209]"
1026,81aded687,"[ 0.00015259  0.0010376  -0.00140381 ...  0.00079346  0.00149536
  0.00158691]"
1027,81bc9880b,"[ 0.01031494  0.00463867  0.00210571 ... -0.00759888 -0.01144409
 -0.01455688]"
1028,820b4bb9e,"[-0.05383301 -0.04147339 -0.01000977 ... -0.02218628 -0.0005188
 -0.00665283]"
1029,8227824e9,"[ 0.00064087 -0.00137329  0.00177002 ... -0.00228882 -0.00637817
 -0.00326538]"
1030,8241fc826,[0.0015564  0.00476074 0.0168457  ... 0.00866699 0.04696655 0.02200317]
1031,8252ff47d,"[-0.00570679  0.01065063  0.00149536 ...  0.00375366 -0.00112915
  0.00115967]"
1032,8265631d1,"[-0.00424194 -0.00134277  0.00442505 ...  0.04229736  0.05587769
  0.06381226]"
1033,82808ee33,"[-0.0027771   0.00912476 -0.00231934 ... -0.01281738 -0.01123047
  0.00299072]"
1034,828bdc0bb,"[ 0.00488281  0.00082397  0.00378418 ... -0.00088501  0.00180054
  0.00283813]"
1035,829453953,[0.05206299 0.06796265 0.09503174 ... 0.00689697 0.0138855  0.01577759]
1036,829713c5c,[0.01205444 0.01638794 0.00747681 ... 0.00299072 0.00402832 0.00125122]
1037,82a8943d2,"[-0.00036621  0.00942993  0.006073   ...  0.00231934  0.0050354
  0.00268555]"
1038,82b8cf44d,"[ 0.07131958  0.04208374  0.00140381 ...  0.01580811 -0.00253296
 -0.00396729]"
1039,82e1a9793,"[ 0.01171875  0.00454712  0.00149536 ... -0.00094604  0.00408936
  0.0027771 ]"
1040,82ec9ea50,"[ 0.01986694  0.0017395   0.01446533 ...  0.00805664 -0.00860596
 -0.01495361]"
1041,82f0ad1a7,"[-0.00396729 -0.07965088  0.00756836 ... -0.03091431  0.04241943
 -0.02236938]"
1042,8341398b5,"[ 0.00378418  0.00704956 -0.00045776 ...  0.00628662  0.0012207
 -0.00564575]"
1043,838ee57d5,"[-0.00177002  0.0005188   0.00558472 ...  0.0050354  -0.00341797
  0.00143433]"
1044,83937e581,"[ 5.64575195e-03 -5.98144531e-03 -3.05175781e-05 ...  1.25122070e-03
  2.25830078e-03  4.30297852e-03]"
1045,83d3cc8e2,"[ 0.00839233 -0.00756836  0.00430298 ...  0.01083374 -0.0022583
  0.00515747]"
1046,8421eb235,[0.03793335 0.04055786 0.03460693 ... 0.01638794 0.03213501 0.03027344]
1047,844544936,"[ 0.00146484 -0.00262451 -0.00012207 ...  0.00457764  0.00613403
  0.00759888]"
1048,848a12070,[0.006073   0.00631714 0.01052856 ... 0.0071106  0.00375366 0.00616455]
1049,848dd0607,[0.01248169 0.00961304 0.00927734 ... 0.00048828 0.00039673 0.00134277]
1050,850ddac0a,"[ 0.00430298  0.00689697  0.01068115 ... -0.00302124 -0.00238037
 -0.00265503]"
1051,852f9c2cf,"[ 0.00372314  0.00668335  0.00323486 ... -0.01330566 -0.00668335
 -0.00180054]"
1052,854da9916,"[ 0.00064087  0.00302124  0.00057983 ... -0.00137329  0.00460815
  0.00387573]"
1053,85a0c6cbb,"[ 0.00192261  0.00476074 -0.00439453 ... -0.03845215 -0.05484009
 -0.07037354]"
1054,85a13c5d3,"[-0.00036621 -0.00863647 -0.00735474 ... -0.01272583 -0.00769043
 -0.01263428]"
1055,85a44d188,[0.01324463 0.00033569 0.00799561 ... 0.00292969 0.00210571 0.01025391]
1056,85b951df8,"[ 0.00109863 -0.00048828  0.00265503 ...  0.00302124  0.00704956
  0.00222778]"
1057,85c622121,"[ 0.01617432  0.02114868  0.01351929 ... -0.00238037 -0.00415039
 -0.00024414]"
1058,85d896c99,"[-0.01202393  0.04077148  0.07693481 ... -0.09365845 -0.08529663
 -0.06912231]"
1059,86378a891,"[ 0.0083313   0.00875854  0.03518677 ... -0.07791138 -0.0737915
 -0.06808472]"
1060,864c7cf66,"[ 0.00247192  0.01080322  0.0135498  ... -0.00231934 -0.01101685
  0.00192261]"
1061,86516a59b,"[-0.04571533 -0.0440979  -0.03613281 ... -0.00942993 -0.01425171
 -0.01248169]"
1062,86681bee1,"[-0.00158691 -0.00210571 -0.00396729 ... -0.03079224 -0.04611206
  0.02828979]"
1063,86797d9ba,[0.00234985 0.00311279 0.00570679 ... 0.00201416 0.00234985 0.00384521]
1064,8697e8bd8,"[-0.00335693 -0.00344849 -0.00274658 ... -0.0055542  -0.00662231
 -0.00039673]"
1065,86a229236,"[ 0.00042725  0.00097656 -0.00030518 ... -0.00067139  0.00250244
 -0.00106812]"
1066,86b01f91f,"[-0.00030518  0.00411987  0.00036621 ...  0.00082397  0.00231934
  0.00534058]"
1067,86b7e2ffd,"[ 0.00695801  0.00967407  0.00634766 ... -0.00775146 -0.00793457
 -0.00744629]"
1068,86bb45056,"[-0.00244141  0.00149536  0.00439453 ... -0.05490112 -0.07867432
 -0.08340454]"
1069,86bda2515,"[ 0.0133667  -0.00186157 -0.00445557 ...  0.00543213 -0.00491333
 -0.00775146]"
1070,86c65015b,"[-0.00131226 -0.00128174 -0.0022583  ...  0.00140381 -0.0015564
 -0.00314331]"
1071,86e6beb0c,"[ 0.00167847  0.00747681  0.00302124 ...  0.00634766 -0.00445557
  0.00466919]"
1072,86eec0c08,"[-0.01205444 -0.00552368 -0.00366211 ... -0.03988647 -0.02871704
 -0.01687622]"
1073,871429c88,"[ 0.00195312  0.00054932 -0.00268555 ...  0.00363159 -0.00036621
  0.00137329]"
1074,87ad1a79c,"[ 0.0065918   0.00393677 -0.00326538 ... -0.01571655 -0.01654053
 -0.01257324]"
1075,87edc6ad9,"[-0.00149536 -0.0022583  -0.00027466 ... -0.02975464 -0.02655029
  0.00210571]"
1076,885540a1b,"[-0.00018311 -0.00961304 -0.00793457 ...  0.00057983  0.01696777
  0.00814819]"
1077,888fe0a8b,"[-0.00106812 -0.02502441 -0.03747559 ...  0.05551147  0.0592041
  0.04547119]"
1078,889442c75,"[ 0.02026367  0.01605225  0.0078125  ... -0.01034546 -0.00717163
 -0.006073  ]"
1079,88acfc06f,"[-0.02087402 -0.02154541 -0.00299072 ... -0.00909424 -0.00112915
  0.00836182]"
1080,88be53830,[0.00653076 0.00289917 0.00292969 ... 0.00631714 0.00787354 0.00244141]
1081,88cbc1e07,"[ 0.01428223  0.00228882 -0.00714111 ...  0.00042725  0.00228882
 -0.00091553]"
1082,88f845482,"[ 0.01101685 -0.01528931  0.00939941 ... -0.04248047 -0.03091431
 -0.05673218]"
1083,890a3e4dd,"[ 0.00924683  0.01278687  0.00646973 ...  0.00704956  0.00485229
 -0.00311279]"
1084,892f2856b,"[-0.02185059 -0.00405884  0.01187134 ...  0.00320435 -0.01834106
 -0.03314209]"
1085,897882424,"[ 0.0065918   0.0128479   0.00320435 ... -0.00119019 -0.00964355
 -0.00506592]"
1086,897dec4a0,[0.03448486 0.05764771 0.05566406 ... 0.04290771 0.05136108 0.04867554]
1087,8984410b4,"[-0.00027466  0.00183105  0.00146484 ... -0.00320435 -0.00198364
  0.00238037]"
1088,89c80dc08,"[-0.18157959 -0.14160156 -0.11193848 ...  0.06958008  0.07537842
  0.03543091]"
1089,89c89ea72,"[ 0.00527954  0.0012207   0.00283813 ...  0.00262451  0.00067139
 -0.00076294]"
1090,89d9af020,"[-0.00494385  0.00161743 -0.00457764 ... -0.00320435  0.00045776
 -0.00088501]"
1091,89fe7fca6,"[ 0.00149536 -0.00317383  0.0005188  ... -0.0027771  -0.00747681
  0.00576782]"
1092,8a455fa04,"[ 0.00054932 -0.00088501 -0.00848389 ...  0.01660156  0.01809692
  0.01708984]"
1093,8a554bb18,"[ 0.0027771   0.0050354   0.00311279 ... -0.00723267 -0.00445557
 -0.00564575]"
1094,8aa67d98d,"[-0.04510498 -0.02539062 -0.02212524 ... -0.01116943 -0.0222168
 -0.0189209 ]"
1095,8aa8fe771,"[ 0.02667236  0.01156616 -0.02658081 ...  0.00631714 -0.02658081
  0.0512085 ]"
1096,8aab34fbf,"[-0.00158691  0.00387573  0.00308228 ... -0.00897217 -0.00244141
 -0.00378418]"
1097,8aaf74b7a,"[-0.00564575  0.01119995 -0.00299072 ... -0.02850342 -0.02789307
 -0.01986694]"
1098,8ad354343,"[-0.00769043 -0.00021362  0.00305176 ...  0.01913452  0.01095581
 -0.00836182]"
1099,8b0468a55,"[ 0.00305176  0.00222778  0.00408936 ... -0.00778198 -0.00692749
 -0.00125122]"
1100,8b2162a9a,"[-0.0050354  -0.00170898 -0.00073242 ...  0.02511597  0.02865601
  0.02978516]"
1101,8b4549fcb,"[-0.00985718 -0.00997925 -0.00253296 ... -0.03942871 -0.04275513
 -0.03164673]"
1102,8b506f51d,"[ 0.00531006 -0.00180054  0.00488281 ...  0.00234985 -0.00146484
 -0.00149536]"
1103,8b5f83172,"[ 0.00088501  0.00527954  0.00259399 ... -0.00341797 -0.00302124
 -0.00701904]"
1104,8b8f1beaa,"[ 0.00747681 -0.00292969  0.03244019 ... -0.01507568  0.01779175
 -0.00878906]"
1105,8ba33506f,"[-0.00604248  0.009552    0.0256958  ...  0.0043335   0.00946045
  0.00613403]"
1106,8bb09d1ac,[0.00402832 0.00128174 0.00317383 ... 0.00137329 0.00027466 0.00088501]
1107,8bd2dcf17,[0.02627563 0.02432251 0.01611328 ... 0.01443481 0.06237793 0.09274292]
1108,8bf232851,"[ 0.00106812  0.00320435 -0.00180054 ... -0.00534058 -0.00613403
 -0.00311279]"
1109,8bf28af37,"[-0.01464844 -0.00704956 -0.00268555 ...  0.01342773  0.01324463
  0.01452637]"
1110,8bf3680f6,"[ 0.03567505  0.03295898  0.0302124  ... -0.04376221 -0.05264282
 -0.04812622]"
1111,8c1384bc5,"[ 0.04660034  0.09655762  0.10394287 ... -0.04785156 -0.0632019
 -0.05291748]"
1112,8c3801df7,"[ 0.01596069  0.00872803  0.00418091 ... -0.00466919  0.00140381
 -0.00045776]"
1113,8c76ae5d1,"[ 0.00195312 -0.00643921 -0.00100708 ...  0.00610352  0.01022339
  0.01132202]"
1114,8c97e1be3,"[-0.01071167  0.00314331 -0.00247192 ...  0.0199585  -0.00405884
 -0.00140381]"
1115,8c9901ea4,"[-0.00137329 -0.00628662 -0.00570679 ... -0.00018311  0.00177002
  0.00170898]"
1116,8ca49dac4,"[ 0.00231934  0.00073242  0.00143433 ... -0.00286865  0.0022583
 -0.00183105]"
1117,8cc7be1ef,"[-0.03582764 -0.05062866 -0.04983521 ... -0.02655029 -0.02377319
 -0.01849365]"
1118,8cdac6cc5,"[ 0.00445557 -0.00698853  0.01617432 ... -0.00769043 -0.00857544
  0.00665283]"
1119,8d1e9d6c1,[0.00430298 0.00195312 0.00012207 ... 0.00213623 0.00222778 0.00137329]
1120,8d2f603fa,"[ 0.0050354   0.00262451  0.003479   ... -0.00427246 -0.00817871
 -0.00689697]"
1121,8d73a8fe9,"[-2.85339355e-02 -2.56347656e-03 -9.15527344e-05 ... -1.26037598e-02
  5.15747070e-03  4.63867188e-03]"
1122,8d76a5841,"[-0.01211548 -0.00979614 -0.01046753 ... -0.00973511 -0.00231934
 -0.00534058]"
1123,8da7476d3,"[ 0.00402832  0.00402832  0.0071106  ...  0.00192261 -0.00149536
 -0.00027466]"
1124,8dc663cc1,"[-0.00216675 -0.0027771   0.00091553 ... -0.00531006  0.00201416
 -0.00860596]"
1125,8dc99d34c,"[ 0.0050354   0.00213623 -0.00509644 ... -0.00177002  0.00244141
  0.00073242]"
1126,8dd622336,"[ 0.01571655  0.00646973  0.00048828 ...  0.00442505  0.00494385
 -0.00119019]"
1127,8dec41842,"[-0.00152588 -0.006073   -0.02008057 ... -0.00131226  0.00021362
 -0.01287842]"
1128,8e05ea88f,"[-0.00622559 -0.0050354  -0.00515747 ... -0.0022583   0.00396729
  0.00033569]"
1129,8e063da9b,"[ 0.00378418  0.00283813 -0.0022583  ... -0.00192261 -0.0112915
 -0.00939941]"
1130,8e2a4d634,"[-8.14819336e-03 -8.08715820e-03  4.39453125e-03 ... -7.62939453e-04
  3.05175781e-05 -4.30297852e-03]"
1131,8e4775622,"[-0.00189209  0.00128174 -0.00228882 ...  0.00036621  0.00527954
  0.00488281]"
1132,8e528028b,"[-0.00192261  0.00012207 -0.00378418 ... -0.01275635 -0.00979614
 -0.00170898]"
1133,8e71e48ff,"[-0.01846313 -0.02554321 -0.02438354 ...  0.00445557  0.00460815
  0.00674438]"
1134,8e879abea,"[ 0.00085449  0.00247192 -0.00299072 ... -0.00094604 -0.00146484
  0.00088501]"
1135,8ea5e9098,"[ 0.00128174 -0.00015259  0.00137329 ... -0.00079346  0.00228882
  0.00497437]"
1136,8ec2fa5d8,"[-0.02111816 -0.0116272  -0.00332642 ... -0.13058472 -0.13024902
 -0.10501099]"
1137,8f08fecc4,"[-0.00485229 -0.00848389 -0.00073242 ... -0.11929321 -0.09048462
 -0.04736328]"
1138,8f1a07b59,"[ 0.00018311 -0.0027771  -0.00512695 ... -0.00259399  0.00299072
 -0.00186157]"
1139,8f1d1ee6b,"[ 0.00259399 -0.00164795 -0.00067139 ... -0.03012085 -0.01983643
 -0.01086426]"
1140,8f308b3d3,"[-0.00289917 -0.00338745 -0.00372314 ... -0.00531006 -0.0017395
 -0.00195312]"
1141,8f309bb98,"[ 2.50244141e-03 -2.86865234e-03 -2.80761719e-03 ... -7.93457031e-04
  1.46484375e-03 -6.10351562e-05]"
1142,8f37d32c2,"[ 0.00753784  0.02651978  0.03848267 ... -0.02087402 -0.02157593
 -0.01235962]"
1143,8f8217c50,"[ 0.00927734  0.00592041  0.00918579 ... -0.00427246 -0.00268555
 -0.0027771 ]"
1144,8f887e6b9,"[ 0.00314331  0.00231934  0.00128174 ...  0.00369263 -0.01083374
  0.00524902]"
1145,8fd4cd332,"[-0.00778198  0.00039673  0.01403809 ...  0.00521851  0.00738525
  0.01318359]"
1146,8fefe1c3e,"[-0.03363037 -0.04251099 -0.03948975 ... -0.00460815  0.00588989
  0.00268555]"
1147,9029f31b7,"[ 0.0007019   0.00073242  0.00643921 ...  0.00140381  0.00308228
 -0.00061035]"
1148,9065f71df,"[-0.0189209  -0.0138855  -0.01052856 ...  0.00543213  0.00036621
 -0.00604248]"
1149,906890122,"[ 0.00323486  0.00375366  0.00384521 ...  0.02383423  0.01101685
 -0.00302124]"
1150,909dd653a,"[-0.00830078 -0.00976562  0.00158691 ... -0.00296021 -0.00125122
  0.00036621]"
1151,90c001537,"[ 0.00650024  0.00601196  0.00482178 ... -0.00460815  0.00067139
 -0.00363159]"
1152,90d8de72b,[0.01803589 0.00094604 0.00579834 ... 0.00878906 0.02160645 0.00097656]
1153,90ee11fdd,"[-0.00396729 -0.00460815 -0.00042725 ... -0.00085449  0.0007019
 -0.00018311]"
1154,911410be5,"[-0.0133667  -0.00088501 -0.00238037 ...  0.00430298  0.00146484
  0.01293945]"
1155,91230eb94,"[-0.13796997 -0.08605957 -0.10964966 ... -0.11199951 -0.10696411
 -0.11184692]"
1156,912391168,[0.0088501  0.01559448 0.02639771 ... 0.01147461 0.01641846 0.02713013]
1157,91390f004,"[ 0.00131226 -0.00079346  0.00357056 ...  0.00680542 -0.0083313
 -0.00698853]"
1158,913d068d5,"[-0.00521851  0.00210571  0.00091553 ... -0.00323486 -0.0007019
 -0.0027771 ]"
1159,91718392f,"[-0.04885864 -0.03729248 -0.04190063 ... -0.0105896  -0.00119019
 -0.01531982]"
1160,917e06722,"[-0.00875854  0.00357056  0.01202393 ...  0.02832031  0.01394653
  0.00170898]"
1161,91c52abc7,"[-0.03421021 -0.05166626 -0.07745361 ... -0.01190186 -0.00244141
  0.00015259]"
1162,91e2476b6,[0.00097656 0.00521851 0.00048828 ... 0.00778198 0.00857544 0.00259399]
1163,920a7f806,"[ 0.02920532  0.03546143  0.03039551 ...  0.01135254 -0.00067139
 -0.00283813]"
1164,923b713aa,[0.00982666 0.01211548 0.00982666 ... 0.00592041 0.00436401 0.00292969]
1165,927796856,"[ 0.00634766 -0.00497437  0.00524902 ... -0.00280762 -0.00448608
 -0.00140381]"
1166,928deee72,"[ 0.02032471  0.03164673  0.04037476 ...  0.00595093 -0.02624512
 -0.05603027]"
1167,92ab93a32,"[ 0.00271606  0.0017395   0.00091553 ... -0.00241089 -0.00537109
 -0.00286865]"
1168,92ac00af7,"[-0.00946045 -0.015625   -0.01132202 ...  0.00857544  0.00540161
 -0.00073242]"
1169,92b4e565c,"[ 0.00253296 -0.00732422 -0.0072937  ... -0.00164795 -0.00497437
 -0.00454712]"
1170,92b88617c,[0.02203369 0.01330566 0.01391602 ... 0.00576782 0.0071106  0.00170898]
1171,92ba3e87d,"[ 4.36401367e-03 -2.68554688e-03  2.22778320e-03 ...  6.10351562e-05
  2.13623047e-04  1.31225586e-03]"
1172,92f29b565,"[ 0.01538086  0.00723267 -0.00888062 ...  0.00164795 -0.00747681
 -0.01589966]"
1173,933a8e9e1,"[ 0.00262451 -0.00018311 -0.00247192 ... -0.00027466 -0.00311279
 -0.00161743]"
1174,93432ccd0,"[ 0.00216675  0.00738525  0.00915527 ...  0.00250244 -0.00296021
 -0.00061035]"
1175,938ecb4d7,"[-0.00146484  0.00131226 -0.00305176 ...  0.00238037 -0.00115967
  0.00100708]"
1176,938f80a50,"[ 0.01333618  0.01568604  0.00613403 ... -0.01641846  0.00024414
  0.02304077]"
1177,9394c7bbb,"[-0.0055542  -0.05410767 -0.0793457  ... -0.0128479  -0.00756836
  0.00274658]"
1178,9396154be,"[ 0.00357056  0.00250244 -0.00689697 ...  0.02368164  0.02557373
  0.01800537]"
1179,93d33351a,"[ 0.00424194  0.00527954  0.00723267 ...  0.0020752  -0.01309204
 -0.02243042]"
1180,93e6b8ec8,"[ 3.35693359e-03 -4.97436523e-03  1.46484375e-03 ...  3.05175781e-05
  3.96728516e-04  3.96728516e-04]"
1181,9415b4591,[0.01107788 0.01153564 0.00845337 ... 0.01315308 0.00775146 0.0071106 ]
1182,943712f48,"[ 0.00247192  0.00125122  0.00265503 ... -0.00479126 -0.00125122
 -0.00137329]"
1183,9452bf187,[0.00512695 0.00222778 0.00042725 ... 0.00531006 0.00671387 0.00601196]
1184,9471e1ea3,"[-0.08163452 -0.0730896  -0.05270386 ... -0.0027771  -0.0201416
 -0.01776123]"
1185,947822926,"[-0.00341797  0.00106812 -0.00012207 ... -0.00656128 -0.00262451
 -0.00097656]"
1186,948700ad7,"[-0.00231934 -0.00772095 -0.00439453 ... -0.00189209 -0.00549316
 -0.00588989]"
1187,94a9898cb,"[ 0.00027466 -0.00167847  0.00097656 ...  0.00018311  0.00216675
 -0.0020752 ]"
1188,94e63cf8b,"[-0.74969482 -0.92330933 -0.91867065 ...  0.08172607  0.09344482
  0.07055664]"
1189,950594fd7,"[ 0.03091431  0.0305481   0.01498413 ... -0.00360107 -0.00128174
 -0.00393677]"
1190,950862280,"[ 1.52587891e-04  4.57763672e-04 -1.89208984e-03 ...  5.55419922e-03
  9.15527344e-05  3.23486328e-03]"
1191,950dd68c4,"[ 0.00350952  0.00189209  0.00146484 ...  0.00018311  0.00115967
 -0.00024414]"
1192,951be2b61,"[ 0.01464844  0.01217651  0.00881958 ... -0.01220703 -0.01672363
 -0.0227356 ]"
1193,955cf5f38,"[-0.00027466 -0.00753784  0.00427246 ...  0.00341797  0.00238037
 -0.00823975]"
1194,9577bc965,"[-0.00180054 -0.0057373   0.00302124 ... -0.00790405 -0.0017395
 -0.00326538]"
1195,95a24149c,"[-0.00073242 -0.01077271 -0.00875854 ...  0.00668335  0.01101685
  0.00512695]"
1196,95d39c9e9,"[ 0.01828003  0.00158691 -0.01794434 ... -0.02624512 -0.0300293
 -0.02075195]"
1197,9613f93c9,"[ 0.00588989  0.00201416  0.00546265 ... -0.00561523 -0.00180054
 -0.01239014]"
1198,9657af2e8,"[ 5.79833984e-03  4.24194336e-03 -3.78417969e-03 ...  9.15527344e-05
  4.27246094e-03  1.73950195e-03]"
1199,973cd3954,"[-0.00088501 -0.00317383  0.00250244 ...  0.00741577  0.00283813
  0.00204468]"
1200,9743cbcc5,"[ 0.01022339  0.01065063  0.00894165 ... -0.00418091 -0.00628662
 -0.00805664]"
1201,97929971c,"[ 0.00491333 -0.00601196  0.0088501  ...  0.00326538  0.00244141
 -0.00115967]"
1202,97984fbd0,[0.00686646 0.00485229 0.00424194 ... 0.01541138 0.01226807 0.00979614]
1203,979e1671b,"[-0.05245972 -0.02368164  0.00637817 ... -0.01156616 -0.01556396
 -0.0161438 ]"
1204,97a36ae45,"[-0.03738403 -0.05895996 -0.02557373 ... -0.26004028 -0.22103882
 -0.16790771]"
1205,980d6724b,"[ 0.11291504  0.13912964  0.14434814 ... -0.00906372 -0.02810669
 -0.03094482]"
1206,984e1fe6e,"[-0.00375366 -0.00015259 -0.00198364 ... -0.0123291  -0.00878906
 -0.00961304]"
1207,985decd97,"[ 0.04598999 -0.00802612 -0.05319214 ...  0.00457764  0.0050354
 -0.00860596]"
1208,987f05fda,"[ 0.00463867  0.00244141  0.00039673 ... -0.00054932 -0.00476074
 -0.00033569]"
1209,988292ebb,"[ 0.02957153  0.02566528  0.02526855 ...  0.00073242  0.00170898
 -0.00271606]"
1210,988478ecb,"[-0.00714111 -0.01098633 -0.01525879 ... -0.00119019 -0.00317383
  0.0050354 ]"
1211,98972d68b,"[ 0.00415039  0.00796509  0.00631714 ...  0.00378418 -0.00195312
 -0.00402832]"
1212,98a5002b7,"[ 0.0017395   0.00195312  0.00082397 ... -0.00463867 -0.00546265
 -0.00482178]"
1213,98a98a4b9,"[ 0.00189209  0.00289917 -0.00134277 ...  0.00842285  0.00772095
  0.0027771 ]"
1214,98cdab3e2,"[-0.00271606 -0.00219727 -0.00320435 ... -0.00570679  0.00274658
  0.0017395 ]"
1215,98f6cb2de,"[ 0.00128174 -0.00231934 -0.00015259 ... -0.00247192 -0.00497437
 -0.00384521]"
1216,99218e927,"[-0.08087158 -0.04522705 -0.00299072 ... -0.06695557 -0.09103394
 -0.11138916]"
1217,995c22165,"[ 0.00466919 -0.00088501 -0.00415039 ... -0.01968384 -0.01821899
 -0.01312256]"
1218,9981dc289,"[-0.00146484  0.00613403  0.00524902 ... -0.00042725  0.00204468
  0.00228882]"
1219,9989e1bf7,"[ 0.          0.00430298  0.00601196 ...  0.01107788  0.00180054
 -0.0065918 ]"
1220,9999f1a89,[0.00549316 0.00161743 0.00241089 ... 0.00314331 0.00570679 0.00811768]
1221,99ad98e91,"[ 0.01123047  0.00827026  0.00836182 ... -0.00436401 -0.00769043
 -0.0067749 ]"
1222,99c73bf89,"[ 0.00701904 -0.0022583   0.00466919 ... -0.00201416  0.00082397
  0.00463867]"
1223,9a06dc729,"[-0.00793457 -0.00164795  0.01034546 ...  0.05136108  0.02709961
 -0.00509644]"
1224,9a13bb065,"[-0.00601196  0.00500488 -0.0039978  ... -0.00689697 -0.00457764
 -0.00131226]"
1225,9a28952a9,[0.00210571 0.00546265 0.0032959  ... 0.00064087 0.00466919 0.00088501]
1226,9a447ded0,"[ 0.00930786  0.01367188  0.01956177 ... -0.00262451 -0.00158691
  0.00076294]"
1227,9a7d598ce,"[ 0.01113892  0.01071167  0.00534058 ... -0.02252197 -0.01068115
 -0.0111084 ]"
1228,9a8f6735d,"[ 0.0015564   0.01293945 -0.00302124 ... -0.01596069  0.00018311
  0.00137329]"
1229,9a903791d,[0.00537109 0.00668335 0.01113892 ... 0.00680542 0.00692749 0.00033569]
1230,9aaaedb65,"[-0.00296021  0.00268555 -0.00378418 ... -0.00732422 -0.00521851
 -0.00570679]"
